Temp,Alpha
160.73,16.003
160.74,16.004
160.76,16.004
160.78,16.005
160.8,16.005
160.81,16.006
160.83,16.006
160.84,16.007
160.86,16.007
160.88,16.008
160.89,16.008
160.91,16.009
160.93,16.009
160.95,16.01
160.96,16.011
160.98,16.011
161,16.012
161.01,16.012
161.03,16.013
161.04,16.013
161.06,16.014
161.08,16.014
161.1,16.015
161.11,16.015
161.13,16.016
161.14,16.016
161.16,16.017
161.18,16.017
161.19,16.018
161.21,16.018
161.23,16.019
161.25,16.019
161.26,16.02
161.28,16.02
161.3,16.021
161.31,16.021
161.33,16.022
161.34,16.022
161.36,16.023
161.38,16.023
161.4,16.024
161.41,16.024
161.43,16.025
161.44,16.025
161.46,16.026
161.48,16.026
161.49,16.026
161.51,16.027
161.53,16.027
161.54,16.028
161.56,16.028
161.58,16.029
161.59,16.029
161.61,16.03
161.63,16.03
161.64,16.031
161.66,16.031
161.68,16.032
161.69,16.032
161.71,16.033
161.73,16.033
161.74,16.033
161.76,16.034
161.78,16.034
161.79,16.035
161.81,16.035
161.83,16.036
161.84,16.036
161.86,16.037
161.88,16.037
161.89,16.038
161.91,16.038
161.93,16.038
161.94,16.039
161.96,16.039
161.98,16.04
161.99,16.04
162.01,16.041
162.03,16.041
162.04,16.041
162.06,16.042
162.08,16.042
162.09,16.043
162.11,16.043
162.13,16.044
162.14,16.044
162.16,16.044
162.18,16.045
162.19,16.045
162.21,16.046
162.23,16.046
162.24,16.047
162.26,16.047
162.28,16.047
162.3,16.048
162.31,16.048
162.33,16.049
162.34,16.049
162.36,16.049
162.38,16.05
162.39,16.05
162.41,16.051
162.43,16.051
162.44,16.052
162.46,16.052
162.48,16.052
162.5,16.053
162.51,16.053
162.53,16.054
162.54,16.054
162.56,16.054
162.58,16.055
162.6,16.055
162.61,16.056
162.63,16.056
162.65,16.056
162.66,16.057
162.68,16.057
162.7,16.058
162.71,16.058
162.73,16.058
162.74,16.059
162.76,16.059
162.78,16.059
162.79,16.06
162.81,16.06
162.83,16.061
162.84,16.061
162.86,16.061
162.88,16.062
162.9,16.062
162.91,16.062
162.93,16.063
162.94,16.063
162.96,16.064
162.98,16.064
163,16.064
163.01,16.065
163.03,16.065
163.05,16.065
163.06,16.066
163.08,16.066
163.09,16.067
163.11,16.067
163.13,16.067
163.15,16.068
163.16,16.068
163.18,16.068
163.2,16.069
163.21,16.069
163.23,16.069
163.25,16.07
163.26,16.07
163.28,16.07
163.29,16.071
163.31,16.071
163.33,16.071
163.35,16.072
163.36,16.072
163.38,16.072
163.39,16.073
163.41,16.073
163.43,16.073
163.45,16.074
163.46,16.074
163.48,16.074
163.5,16.075
163.51,16.075
163.53,16.075
163.55,16.076
163.56,16.076
163.58,16.076
163.6,16.077
163.61,16.077
163.63,16.077
163.65,16.078
163.66,16.078
163.68,16.078
163.7,16.079
163.71,16.079
163.73,16.079
163.75,16.08
163.76,16.08
163.78,16.08
163.8,16.081
163.81,16.081
163.83,16.081
163.85,16.082
163.86,16.082
163.88,16.082
163.9,16.082
163.91,16.083
163.93,16.083
163.95,16.083
163.96,16.084
163.98,16.084
164,16.084
164.01,16.085
164.03,16.085
164.05,16.085
164.06,16.085
164.08,16.086
164.1,16.086
164.11,16.086
164.13,16.087
164.15,16.087
164.16,16.087
164.18,16.087
164.2,16.088
164.21,16.088
164.23,16.088
164.25,16.089
164.26,16.089
164.28,16.089
164.3,16.089
164.31,16.09
164.33,16.09
164.35,16.09
164.36,16.091
164.38,16.091
164.4,16.091
164.41,16.091
164.43,16.092
164.45,16.092
164.46,16.092
164.48,16.092
164.5,16.093
164.51,16.093
164.53,16.093
164.55,16.094
164.56,16.094
164.58,16.094
164.6,16.094
164.61,16.095
164.63,16.095
164.64,16.095
164.66,16.095
164.68,16.096
164.7,16.096
164.71,16.096
164.73,16.096
164.75,16.097
164.76,16.097
164.78,16.097
164.8,16.097
164.81,16.098
164.83,16.098
164.84,16.098
164.86,16.098
164.88,16.099
164.9,16.099
164.91,16.099
164.93,16.099
164.94,16.1
164.96,16.1
164.98,16.1
165,16.1
165.01,16.1
165.03,16.101
165.05,16.101
165.06,16.101
165.08,16.101
165.1,16.102
165.11,16.102
165.13,16.102
165.15,16.102
165.16,16.103
165.18,16.103
165.2,16.103
165.21,16.103
165.23,16.103
165.25,16.104
165.26,16.104
165.28,16.104
165.3,16.104
165.31,16.105
165.33,16.105
165.35,16.105
165.36,16.105
165.38,16.105
165.4,16.106
165.41,16.106
165.43,16.106
165.45,16.106
165.46,16.107
165.48,16.107
165.5,16.107
165.51,16.107
165.53,16.107
165.55,16.108
165.56,16.108
165.58,16.108
165.6,16.108
165.61,16.109
165.63,16.109
165.65,16.109
165.66,16.109
165.68,16.109
165.7,16.11
165.71,16.11
165.73,16.11
165.75,16.11
165.76,16.11
165.78,16.111
165.8,16.111
165.81,16.111
165.83,16.111
165.85,16.111
165.86,16.112
165.88,16.112
165.9,16.112
165.91,16.112
165.93,16.112
165.95,16.113
165.96,16.113
165.98,16.113
166,16.113
166.01,16.113
166.03,16.114
166.05,16.114
166.06,16.114
166.08,16.114
166.1,16.114
166.11,16.115
166.13,16.115
166.15,16.115
166.16,16.115
166.18,16.115
166.2,16.116
166.21,16.116
166.23,16.116
166.25,16.116
166.26,16.116
166.28,16.117
166.3,16.117
166.31,16.117
166.33,16.117
166.35,16.117
166.36,16.117
166.38,16.118
166.4,16.118
166.41,16.118
166.43,16.118
166.45,16.118
166.46,16.118
166.48,16.119
166.5,16.119
166.51,16.119
166.53,16.119
166.55,16.119
166.56,16.119
166.58,16.12
166.6,16.12
166.61,16.12
166.63,16.12
166.65,16.12
166.66,16.12
166.68,16.121
166.7,16.121
166.71,16.121
166.73,16.121
166.75,16.121
166.76,16.121
166.78,16.122
166.8,16.122
166.81,16.122
166.83,16.122
166.85,16.122
166.86,16.122
166.88,16.122
166.9,16.123
166.91,16.123
166.93,16.123
166.95,16.123
166.96,16.123
166.98,16.123
167,16.124
167.01,16.124
167.03,16.124
167.05,16.124
167.07,16.124
167.08,16.124
167.1,16.124
167.11,16.125
167.13,16.125
167.15,16.125
167.16,16.125
167.18,16.125
167.2,16.125
167.22,16.125
167.23,16.126
167.25,16.126
167.26,16.126
167.28,16.126
167.3,16.126
167.32,16.126
167.33,16.126
167.35,16.127
167.37,16.127
167.38,16.127
167.4,16.127
167.42,16.127
167.43,16.127
167.45,16.127
167.46,16.127
167.48,16.128
167.5,16.128
167.51,16.128
167.53,16.128
167.55,16.128
167.57,16.128
167.58,16.128
167.6,16.128
167.62,16.129
167.63,16.129
167.65,16.129
167.66,16.129
167.68,16.129
167.7,16.129
167.71,16.129
167.73,16.129
167.75,16.129
167.76,16.129
167.78,16.13
167.8,16.13
167.81,16.13
167.83,16.13
167.85,16.13
167.86,16.13
167.88,16.13
167.9,16.13
167.91,16.13
167.93,16.13
167.95,16.131
167.96,16.131
167.98,16.131
168,16.131
168.02,16.131
168.03,16.131
168.05,16.131
168.06,16.131
168.08,16.131
168.1,16.131
168.11,16.131
168.13,16.132
168.15,16.132
168.16,16.132
168.18,16.132
168.2,16.132
168.21,16.132
168.23,16.132
168.25,16.132
168.26,16.132
168.28,16.132
168.3,16.132
168.31,16.132
168.33,16.133
168.35,16.133
168.36,16.133
168.38,16.133
168.4,16.133
168.41,16.133
168.43,16.133
168.45,16.133
168.46,16.133
168.48,16.133
168.5,16.133
168.51,16.133
168.53,16.133
168.55,16.133
168.56,16.134
168.58,16.134
168.6,16.134
168.61,16.134
168.63,16.134
168.65,16.134
168.66,16.134
168.68,16.134
168.7,16.134
168.72,16.134
168.73,16.134
168.75,16.134
168.77,16.134
168.78,16.134
168.8,16.134
168.81,16.134
168.83,16.134
168.85,16.134
168.86,16.135
168.88,16.135
168.9,16.135
168.91,16.135
168.93,16.135
168.95,16.135
168.96,16.135
168.98,16.135
169,16.135
169.01,16.135
169.03,16.135
169.05,16.135
169.06,16.135
169.08,16.135
169.1,16.135
169.11,16.135
169.13,16.135
169.15,16.135
169.17,16.135
169.18,16.135
169.2,16.135
169.22,16.135
169.23,16.136
169.25,16.136
169.27,16.136
169.28,16.136
169.3,16.136
169.31,16.136
169.33,16.136
169.35,16.136
169.36,16.136
169.38,16.136
169.4,16.136
169.41,16.136
169.43,16.136
169.45,16.136
169.47,16.136
169.48,16.136
169.5,16.136
169.52,16.136
169.53,16.136
169.55,16.136
169.57,16.136
169.58,16.136
169.6,16.136
169.62,16.136
169.63,16.136
169.65,16.136
169.67,16.136
169.68,16.136
169.7,16.136
169.72,16.136
169.73,16.136
169.75,16.136
169.76,16.136
169.78,16.136
169.8,16.136
169.82,16.136
169.83,16.136
169.85,16.136
169.87,16.136
169.88,16.136
169.9,16.136
169.91,16.136
169.93,16.136
169.95,16.136
169.96,16.136
169.98,16.136
170,16.136
